mal1g00001,,,tc180s7g00001,,,,,,,,,,,,,,,,
mal1g00023,cpa1s4g02278,cca301s1g03430,tc180s7g00023,hum1sNW_018397262.1g01109,dz186s21g00487,dz186s8g00584,dz186s22g00012,hli2s1g00098,hli2s19g00017,.,.,.,opy300s11g00016,.,.,,.,,.
mal1g00024,cpa1s4g02277,.,tc180s7g00024,hum1sNW_018397262.1g01108,dz186s21g00488,.,.,.,hli2s19g00018,.,.,.,opy300s11g00017,.,.,,.,,.
mal1g00025,cpa1s4g02276,.,tc180s7g00025,hum1sNW_018397262.1g01107,.,.,dz186s22g00013,hli2s1g00097,.,.,.,.,opy300s11g00018,.,.,,.,,.
mal1g00026,cpa1s4g02275,cca301s1g03429,tc180s7g00026,hum1sNW_018397262.1g01106,.,.,dz186s22g00014,hli2s1g00096,hli2s19g00019,.,.,opy300s38g00013,opy300s11g00019,.,.,,.,,.
mal1g00027,cpa1s4g02274,cca301s1g03428,tc180s7g00027,hum1sNW_018397262.1g01105,.,.,dz186s22g00015,.,hli2s19g00020,.,.,.,opy300s11g00020,opy300s10g02194,.,,.,,.
mal1g00028,cpa1s4g02273,cca301s1g03427,tc180s7g00028,hum1sNW_018397262.1g01104,.,.,.,hli2s1g00095,.,.,.,opy300s38g00014,.,.,.,,ga198s13g01625,,.
mal1g00029,.,.,tc180s7g00029,.,.,dz186s8g00585,.,hli2s1g00094,hli2s19g00021,.,.,opy300s38g00015,.,.,.,,ga198s13g01626,,.
mal1g00030,cpa1s4g02272,.,tc180s7g00030,hum1sNW_018397262.1g01103,.,.,dz186s22g00016,hli2s1g00093,hli2s19g00022,.,.,.,opy300s11g00021,.,.,,ga198s13g01627,,.
mal1g00031,cpa1s4g02269,.,tc180s7g00031,hum1sNW_018397262.1g01099,dz186s21g00489,dz186s8g00586,dz186s22g00017,.,hli2s19g00023,.,.,opy300s38g00016,.,opy300s10g02193,.,,ga198s13g01628,,.
mal1g00032,.,.,tc180s7g00032,hum1sNW_018397262.1g01098,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00033,.,.,tc180s7g00033,hum1sNW_018397262.1g01096,.,dz186s8g00589,.,.,.,.,opy300s37g00695,.,.,opy300s10g02192,.,,.,,ga198s1g01010
mal1g00034,.,.,tc180s7g00034,hum1sNW_018397262.1g01094,.,.,dz186s22g00018,.,.,.,.,opy300s38g00017,.,.,.,,ga198s13g01629,,.
mal1g00035,.,cca301s1g03425,tc180s7g00035,hum1sNW_018397262.1g01093,.,dz186s8g00590,dz186s22g00019,hli2s1g00092,hli2s19g00024,.,.,opy300s38g00018,opy300s11g00022,.,.,,ga198s13g01630,,.
mal1g00036,cpa1s4g02266,cca301s1g03424,tc180s7g00036,hum1sNW_018397262.1g01091,.,dz186s8g00593,.,.,hli2s19g00025,.,.,opy300s38g00019,.,.,.,,ga198s13g01631,,.
mal1g00037,.,.,tc180s7g00037,hum1sNW_018397262.1g01089,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00038,.,.,tc180s7g00038,hum1sNW_018397262.1g01088,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00039,.,.,tc180s7g00039,hum1sNW_018397262.1g01086,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00040,.,.,tc180s7g00040,.,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00041,.,.,tc180s7g00041,hum1sNW_018397262.1g01085,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00042,.,.,tc180s7g00042,hum1sNW_018397262.1g01084,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00043,.,.,tc180s7g00043,hum1sNW_018397262.1g01082,.,.,dz186s22g00020,.,hli2s19g00026,.,.,opy300s38g00020,opy300s11g00023,.,.,,.,,.
mal1g00044,cpa1s4g02264,.,tc180s7g00044,hum1sNW_018397262.1g01081,dz186s21g00490,dz186s8g00594,dz186s22g00021,.,.,.,.,.,opy300s11g00024,.,.,,ga198s13g01632,,.
mal1g00045,.,.,tc180s7g00045,hum1sNW_018397262.1g01080,dz186s21g00491,.,dz186s22g00022,.,hli2s19g00028,.,.,.,opy300s11g00025,.,.,,.,,.
mal1g00046,cpa1s4g02263,.,tc180s7g00046,hum1sNW_018397262.1g01079,dz186s21g00492,dz186s8g00595,dz186s22g00023,.,hli2s19g00029,opy300s33g00020,.,.,opy300s11g00026,opy300s10g02191,ga198s2g01767,,.,,.
mal1g00047,.,.,tc180s7g00047,hum1sNW_018397262.1g01078,.,dz186s8g00596,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00048,cpa1s4g02262,.,tc180s7g00048,hum1sNW_018397262.1g01077,.,dz186s8g00597,dz186s22g00024,hli2s1g00091,hli2s19g00031,.,.,opy300s38g00021,opy300s11g00027,opy300s10g02190,.,,ga198s13g01634,,.
mal1g00049,.,cca301s1g03423,tc180s7g00049,hum1sNW_018397262.1g01076,dz186s21g00493,dz186s8g00598,dz186s22g00025,hli2s1g00090,hli2s19g00032,.,.,opy300s38g00022,opy300s11g00028,opy300s10g02189,.,,ga198s13g01635,,.
mal1g00050,.,cca301s1g03422,tc180s7g00050,hum1sNW_018397262.1g01075,dz186s21g00494,.,dz186s22g00026,.,hli2s19g00033,.,.,opy300s38g00023,opy300s11g00029,opy300s10g02188,ga198s2g01768,,.,,.
mal1g00051,.,.,tc180s7g00051,hum1sNW_018397262.1g01074,dz186s21g00495,.,dz186s22g00027,.,.,opy300s33g00019,.,opy300s38g00024,.,opy300s10g02187,.,,ga198s13g01636,,ga198s1g01008
mal1g00052,cpa1s4g02260,cca301s1g03421,tc180s7g00052,hum1sNW_018397262.1g01073,.,dz186s8g00599,dz186s22g00028,hli2s1g00089,.,opy300s33g00018,.,.,opy300s11g00030,opy300s10g02186,.,,.,,ga198s1g01007
mal1g00053,.,.,tc180s7g00053,.,.,.,.,.,.,.,.,.,opy300s11g00031,.,.,,.,,.
mal1g00054,.,cca301s1g03420,tc180s7g00054,hum1sNW_018397262.1g01072,.,.,dz186s22g00029,.,.,.,.,.,.,.,.,,ga198s13g01637,,.
mal1g00055,.,.,tc180s7g00055,hum1sNW_018397262.1g01071,.,dz186s8g00600,.,.,hli2s19g00034,.,.,.,opy300s11g00032,.,.,,.,,.
mal1g00056,.,.,tc180s7g00056,hum1sNW_018397262.1g01069,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00057,.,.,tc180s7g00057,hum1sNW_018397262.1g01067,.,dz186s8g00602,dz186s22g00030,.,.,.,.,opy300s38g00025,.,opy300s10g02185,.,,.,,.
mal1g00058,.,.,tc180s7g00058,hum1sNW_018397262.1g01066,.,.,dz186s22g00031,.,.,.,.,.,.,opy300s10g02184,.,,.,,.
mal1g00059,.,.,tc180s7g00059,hum1sNW_018397262.1g01065,.,.,dz186s22g00035,hli2s1g00088,hli2s19g00035,.,.,opy300s38g00026,opy300s11g00033,opy300s10g02183,.,,.,,.
mal1g00060,cpa1s4g02257,.,tc180s7g00060,hum1sNW_018397262.1g01064,dz186s21g00496,.,dz186s22g00036,.,.,.,.,.,opy300s11g00034,.,.,,.,,.
mal1g00061,.,.,tc180s7g00061,hum1sNW_018397262.1g01063,.,.,dz186s22g00037,hli2s1g00087,hli2s19g00042,.,.,opy300s38g00027,opy300s11g00035,opy300s10g02182,.,,ga198s13g01638,,.
mal1g00062,cpa1s4g02255,cca301s1g03418,tc180s7g00062,hum1sNW_018397262.1g01062,.,dz186s8g00603,dz186s22g00038,hli2s1g00086,hli2s19g00043,.,.,opy300s38g00028,opy300s11g00036,opy300s10g02181,.,,ga198s13g01639,,ga198s1g01005
mal1g00063,cpa1s4g02253,cca301s1g03417,tc180s7g00063,hum1sNW_018397262.1g01059,.,.,dz186s22g00039,.,hli2s19g00044,opy300s33g00017,.,opy300s38g00029,opy300s11g00037,opy300s10g02180,.,,.,,ga198s1g01004
mal1g00064,cpa1s4g02252,.,tc180s7g00064,hum1sNW_018397262.1g01058,.,dz186s8g00604,dz186s22g00040,.,.,.,.,.,opy300s11g00038,opy300s10g02178,.,,.,,.
mal1g00065,cpa1s4g02251,.,tc180s7g00065,hum1sNW_018397262.1g01057,.,.,dz186s22g00041,hli2s1g00084,.,.,.,.,opy300s11g00039,.,.,,.,,.
mal1g00066,cpa1s4g02250,cca301s1g03416,tc180s7g00066,hum1sNW_018397262.1g01056,.,dz186s8g00605,dz186s22g00042,hli2s1g00083,hli2s19g00045,.,.,opy300s38g00031,opy300s11g00040,opy300s10g02176,.,,.,,ga198s1g01002
mal1g00067,cpa1s4g02249,cca301s1g03415,tc180s7g00067,hum1sNW_018397262.1g01055,dz186s21g00497,.,dz186s22g00043,hli2s1g00082,.,.,.,.,opy300s11g00041,opy300s10g02175,.,,.,,ga198s1g01001
mal1g00068,cpa1s4g02247,.,tc180s7g00068,hum1sNW_018397262.1g01054,.,.,dz186s22g00044,.,.,.,.,.,.,opy300s10g02174,.,,.,,ga198s1g01000
mal1g00069,cpa1s4g02246,cca301s1g03414,tc180s7g00069,hum1sNW_018397262.1g01053,dz186s21g00498,dz186s8g00606,dz186s22g00045,hli2s1g00081,hli2s19g00046,opy300s33g00016,.,opy300s38g00032,opy300s11g00042,opy300s10g02173,ga198s2g01769,,ga198s13g01641,,ga198s1g00999
mal1g00070,cpa1s4g02245,cca301s1g03413,tc180s7g00070,hum1sNW_018397262.1g01052,.,dz186s8g00607,dz186s22g00046,.,hli2s19g00047,.,.,opy300s38g00033,opy300s11g00058,opy300s10g02172,.,,ga198s13g01642,ga198s5g04242,ga198s1g00998
mal1g00071,cpa1s4g02244,cca301s1g03412,tc180s7g00071,hum1sNW_018397262.1g01051,.,.,dz186s22g00047,hli2s1g00080,hli2s19g00049,.,opy300s37g00699,.,opy300s11g00057,.,.,,.,ga198s5g04246,.
mal1g00072,.,.,tc180s7g00072,.,dz186s21g00499,dz186s8g00608,.,.,.,.,.,opy300s38g00034,.,opy300s10g02169,.,,.,.,.
mal1g00073,.,cca301s1g03411,tc180s7g00073,hum1sNW_018397262.1g01050,dz186s21g00500,.,dz186s22g00048,.,.,.,.,.,.,.,.,,.,.,ga198s1g00996
mal1g00074,cpa1s4g02242,cca301s1g03403,tc180s7g00074,hum1sNW_018397262.1g01048,dz186s21g00501,.,dz186s22g00049,hli2s1g00079,hli2s19g00050,.,.,opy300s38g00035,opy300s11g00056,opy300s10g02168,.,,ga198s13g01647,.,ga198s1g00995
mal1g00075,cpa1s4g02239,cca301s1g03404,tc180s7g00075,hum1sNW_018397262.1g01047,dz186s21g00502,.,dz186s22g00050,hli2s1g00078,hli2s19g00051,opy300s33g00015,.,opy300s38g00036,.,opy300s10g02167,.,,ga198s13g01648,.,ga198s1g00994
mal1g00076,cpa1s4g02211,.,tc180s7g00076,hum1sNW_018397262.1g01046,dz186s21g00503,dz186s8g00609,dz186s22g00051,hli2s1g00077,hli2s19g00052,.,opy300s37g00702,opy300s38g00037,opy300s11g00055,opy300s10g02166,.,,.,.,ga198s1g00993
mal1g00077,cpa1s4g02212,cca301s1g03405,tc180s7g00077,hum1sNW_018397262.1g01045,dz186s21g00504,.,.,hli2s1g00073,.,opy300s33g00014,.,.,.,.,ga198s2g01771,,.,.,.
mal1g00078,cpa1s4g02213,cca301s1g03406,tc180s7g00078,hum1sNW_018397262.1g01044,.,.,dz186s22g00052,.,hli2s19g00053,.,opy300s37g00703,opy300s38g00038,.,.,.,,ga198s13g01649,.,.
mal1g00079,cpa1s4g02214,cca301s1g03409,tc180s7g00079,hum1sNW_018397262.1g01042,dz186s21g00505,.,dz186s22g00053,hli2s1g00072,.,.,.,opy300s38g00039,opy300s11g00054,opy300s10g02165,.,,.,ga198s5g04247,ga198s1g00992
mal1g00080,.,.,tc180s7g00080,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.
mal1g00081,cpa1s4g02216,cca301s1g03408,tc180s7g00081,hum1sNW_018397262.1g01039,dz186s21g00506,dz186s8g00610,dz186s22g00054,.,hli2s19g00054,.,opy300s37g00704,opy300s38g00040,opy300s11g00053,opy300s10g02164,.,,ga198s13g01650,ga198s5g04248,ga198s1g00991
mal1g00082,cpa1s4g02217,cca301s1g03407,tc180s7g00082,hum1sNW_018397262.1g01038,dz186s21g00507,.,dz186s22g00055,hli2s1g00071,.,.,.,opy300s38g00041,.,opy300s10g02163,.,,.,.,.
mal1g00083,.,.,tc180s7g00083,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.
mal1g00084,cpa1s4g02236,.,tc180s7g00084,.,.,.,.,.,.,.,.,.,.,.,.,,.,.,.
mal1g00085,cpa1s4g02218,.,tc180s7g00085,hum1sNW_018397262.1g01037,dz186s21g00508,.,dz186s22g00056,hli2s1g00070,hli2s19g00055,.,.,opy300s38g00042,opy300s11g00052,opy300s10g02162,.,,.,ga198s5g04249,.
mal1g00086,cpa1s4g02219,.,tc180s7g00086,hum1sNW_018397262.1g01036,.,.,dz186s22g00057,.,.,.,.,.,opy300s11g00051,.,.,,.,ga198s5g04250,.
mal1g00087,cpa1s4g02220,cca301s1g03402,tc180s7g00087,hum1sNW_018397262.1g01035,.,.,dz186s22g00058,.,.,opy300s33g00013,.,.,.,opy300s10g02161,.,,.,.,.
mal1g00088,.,.,tc180s7g00088,hum1sNW_018397262.1g01034,.,dz186s8g00611,.,hli2s1g00069,.,.,.,.,opy300s11g00050,.,.,,.,.,.
mal1g00089,cpa1s4g02221,cca301s1g03401,tc180s7g00089,hum1sNW_018397262.1g01033,.,.,dz186s22g00059,hli2s1g00068,.,.,.,opy300s38g00043,.,opy300s10g02160,.,,ga198s13g01651,.,ga198s1g00990
mal1g00090,cpa1s4g02222,.,tc180s7g00090,hum1sNW_018397262.1g01032,.,.,dz186s22g00060,.,hli2s19g00056,opy300s33g00012,.,.,.,opy300s10g02159,.,,.,.,ga198s1g00989
mal1g00091,cpa1s4g02223,cca301s1g03400,tc180s7g00091,hum1sNW_018397262.1g01031,dz186s21g00509,.,dz186s22g00061,hli2s1g00066,hli2s19g00057,.,.,opy300s38g00044,opy300s11g00049,opy300s10g02158,.,,ga198s13g01652,.,ga198s1g00988
mal1g00092,cpa1s4g02224,cca301s1g03399,tc180s7g00092,hum1sNW_018397262.1g01030,dz186s21g00510,dz186s8g00612,dz186s22g00062,hli2s1g00065,hli2s19g00058,.,.,opy300s38g00045,opy300s11g00048,opy300s10g02157,.,,ga198s13g01654,ga198s5g04252,ga198s1g00987
mal1g00093,cpa1s4g02225,cca301s1g03398,tc180s7g00093,hum1sNW_018397262.1g01029,.,.,dz186s22g00063,.,hli2s19g00059,.,.,opy300s38g00046,opy300s11g00047,opy300s10g02156,.,,.,.,ga198s1g00986
mal1g00094,cpa1s4g02226,cca301s1g03397,tc180s7g00094,hum1sNW_018397262.1g01028,.,dz186s8g00613,dz186s22g00064,hli2s1g00064,hli2s19g00060,.,.,opy300s38g00047,.,opy300s10g02155,.,,ga198s13g01655,ga198s5g04254,ga198s1g00985
mal1g00095,.,cca301s1g03395,tc180s7g00095,hum1sNW_018397262.1g01027,dz186s21g00511,dz186s8g00614,dz186s22g00065,hli2s1g00063,.,.,.,.,opy300s11g00046,opy300s10g02154,.,,.,ga198s5g04255,.
mal1g00096,.,cca301s1g03394,tc180s7g00096,hum1sNW_018397262.1g01025,.,.,dz186s22g00066,.,.,.,.,.,.,opy300s10g02153,.,,.,.,ga198s1g00984
mal1g00097,.,cca301s1g03393,tc180s7g00097,hum1sNW_018397262.1g01024,.,.,.,.,.,.,.,opy300s38g00048,.,.,.,,.,.,.
mal1g00098,.,.,tc180s7g00098,hum1sNW_018397262.1g01023,.,.,.,.,.,.,.,.,.,.,.,,.,.,.
mal1g00099,.,cca301s1g03392,tc180s7g00099,hum1sNW_018397262.1g01021,.,dz186s8g00615,.,.,hli2s19g00061,.,.,.,.,opy300s10g02152,.,,.,.,.
mal1g00100,.,.,tc180s7g00100,hum1sNW_018397262.1g01020,.,.,.,.,hli2s19g00062,.,.,.,.,.,.,,.,.,.
mal1g00101,cpa1s4g02228,.,tc180s7g00101,hum1sNW_018397262.1g01019,dz186s21g00512,dz186s8g00616,.,hli2s1g00062,hli2s19g00063,.,opy300s37g00706,opy300s38g00049,.,opy300s10g02151,.,,.,.,ga198s1g00983
mal1g00102,cpa1s4g02229,.,tc180s7g00102,hum1sNW_018397262.1g01017,dz186s21g00513,dz186s8g00617,dz186s22g00067,hli2s1g00061,hli2s19g00065,opy300s33g00011,opy300s37g00707,opy300s38g00050,.,opy300s10g02150,.,,ga198s13g01657,ga198s5g04256,.
mal1g00103,cpa1s4g02230,.,tc180s7g00103,hum1sNW_018397262.1g01016,.,.,dz186s22g00068,.,hli2s19g00066,.,.,.,.,.,.,,.,,ga198s1g00980
mal1g00104,cpa1s4g02231,cca301s1g03391,tc180s7g00104,hum1sNW_018397262.1g01015,.,dz186s8g00618,dz186s22g00069,hli2s1g00058,hli2s19g00067,.,opy300s37g00708,opy300s38g00051,opy300s11g00044,opy300s10g02149,.,,.,,ga198s1g00979
mal1g00105,.,.,tc180s7g00105,.,dz186s21g00514,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00106,.,cca301s1g03390,tc180s7g00106,hum1sNW_018397262.1g01014,.,.,dz186s22g00070,.,hli2s19g00069,.,.,opy300s38g00052,opy300s11g00043,.,.,,ga198s13g01658,,.
mal1g00107,cpa1s4g02234,.,tc180s7g00107,hum1sNW_018397262.1g01013,.,dz186s8g00619,.,.,hli2s19g00070,.,.,.,.,opy300s10g02148,.,,.,,ga198s1g00978
mal1g00108,.,.,tc180s7g00109,hum1sNW_018397262.1g01012,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00109,cpa1s4g02235,cca301s1g03389,tc180s7g00110,hum1sNW_018397262.1g01011,.,dz186s8g00620,.,.,hli2s19g00071,.,.,opy300s38g00053,.,opy300s10g02147,.,,.,,ga198s1g00977
mal1g00110,cpa1s4g02236,.,tc180s7g00111,hum1sNW_018397262.1g01009,dz186s21g00515,.,dz186s22g00071,hli2s1g00050,hli2s19g00072,.,.,opy300s38g00054,.,opy300s10g02146,.,,ga198s13g01659,,.
mal1g00111,cpa1s4g02237,.,tc180s7g00112,hum1sNW_018397262.1g01008,dz186s21g00516,dz186s8g00621,dz186s22g00072,.,.,.,.,opy300s38g00055,.,opy300s10g02145,.,,ga198s13g01661,,ga198s1g00976
mal1g00112,.,cca301s1g03387,tc180s7g00113,hum1sNW_018397262.1g01006,.,dz186s8g00623,dz186s22g00074,.,hli2s19g00074,opy300s33g00009,.,opy300s38g00057,.,opy300s10g02144,ga198s2g01772,,.,,.
mal1g00113,cpa1s4g02209,.,tc180s7g00114,hum1sNW_018397262.1g01005,dz186s21g00517,.,dz186s22g00075,hli2s1g00049,hli2s19g00075,opy300s33g00008,.,opy300s38g00058,.,.,ga198s2g01773,,ga198s13g01663,,.
mal1g00114,cpa1s4g02208,cca301s1g03386,tc180s7g00115,hum1sNW_018397262.1g01004,dz186s21g00518,.,dz186s22g00076,hli2s1g00048,hli2s19g00076,.,.,opy300s38g00059,.,opy300s10g02143,.,,ga198s13g01664,,.
mal1g00115,.,cca301s1g03385,tc180s7g00116,hum1sNW_018397262.1g01002,.,.,dz186s22g00077,hli2s1g00047,.,.,.,.,.,opy300s10g02142,.,,ga198s13g01665,,.
mal1g00116,cpa1s4g02203,cca301s1g03384,tc180s7g00117,hum1sNW_018397262.1g01001,.,.,dz186s22g00078,hli2s1g00046,hli2s19g00077,.,.,opy300s38g00061,.,opy300s10g02141,.,,ga198s13g01666,,ga198s1g00973
mal1g00117,cpa1s4g02201,cca301s1g03383,tc180s7g00118,hum1sNW_018397262.1g01000,dz186s21g00519,.,dz186s22g00079,hli2s1g00045,hli2s19g00078,.,.,opy300s38g00062,.,opy300s10g02140,.,,ga198s13g01667,,ga198s1g00969
mal1g00118,cpa1s4g02200,.,tc180s7g00119,hum1sNW_018397262.1g00999,dz186s21g00520,.,.,.,.,.,.,opy300s38g00063,.,opy300s10g02139,.,,ga198s13g01668,,.
mal1g00119,cpa1s4g02199,.,tc180s7g00120,hum1sNW_018397262.1g00998,dz186s21g00521,.,.,.,.,.,.,.,opy300s11g00058,opy300s10g02138,.,,.,,.
mal1g00120,cpa1s4g02198,cca301s1g03382,tc180s7g00121,hum1sNW_018397262.1g00997,.,dz186s8g00624,dz186s22g00080,hli2s1g00044,hli2s19g00079,opy300s33g00007,.,opy300s38g00064,.,.,ga198s2g01774,,.,,.
mal1g00121,.,.,tc180s7g00122,hum1sNW_018397262.1g00995,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00122,cpa1s4g02196,cca301s1g03381,tc180s7g00123,hum1sNW_018397262.1g00994,.,.,.,.,.,.,.,.,.,.,.,,.,,.
mal1g00123,cpa1s4g02195,.,tc180s7g00124,hum1sNW_018397262.1g00993,dz186s21g00522,dz186s8g00625,.,.,.,.,.,opy300s38g00065,opy300s11g00059,opy300s10g02137,.,,ga198s13g01669,,ga198s1g00966
mal1g00124,cpa1s4g02194,cca301s1g03380,tc180s7g00125,hum1sNW_018397262.1g00992,dz186s21g00523,dz186s8g00626,dz186s22g00082,.,hli2s19g00081,opy300s33g00006,opy300s37g00709,opy300s38g00066,opy300s11g00060,opy300s10g02136,.,,.,,ga198s1g00965
mal1g00125,cpa1s4g02191,cca301s1g03379,tc180s7g00126,hum1sNW_018397262.1g00990,.,.,dz186s22g00084,hli2s1g00042,.,.,.,opy300s38g00068,opy300s11g00061,opy300s10g02134,.,,.,,.
mal1g00126,cpa1s4g02190,cca301s1g03378,tc180s7g00127,hum1sNW_018397262.1g00989,.,.,dz186s22g00085,hli2s1g00040,hli2s19g00082,.,.,opy300s38g00069,opy300s11g00062,opy300s10g02133,.,,.,,.
mal1g00127,cpa1s4g02189,.,tc180s7g00128,hum1sNW_018397262.1g00988,.,.,.,.,.,.,.,opy300s38g00070,opy300s11g00063,opy300s10g02132,.,,ga198s13g01674,,ga198s1g00963
mal1g00128,cpa1s4g02187,.,tc180s7g00129,hum1sNW_018397262.1g00987,dz186s21g00524,.,dz186s22g00086,hli2s1g00034,hli2s19g00083,.,.,opy300s38g00071,opy300s11g00064,opy300s10g02131,.,,ga198s13g01675,,ga198s1g00962
mal1g00129,.,cca301s1g03377,tc180s7g00130,hum1sNW_018397262.1g00986,.,dz186s8g00627,.,.,.,.,.,opy300s38g00072,.,opy300s10g02130,.,,.,,ga198s1g00961
mal1g00130,.,.,tc180s7g00131,hum1sNW_018397262.1g00985,.,.,.,hli2s1g00033,.,.,.,.,opy300s11g00065,.,.,,.,,ga198s1g00959
mal1g00131,.,.,tc180s7g00132,hum1sNW_018397262.1g00984,.,.,.,hli2s1g00034,.,.,.,.,.,.,.,,.,,.
mal1g00132,cpa1s4g02186,cca301s1g03376,tc180s7g00133,hum1sNW_018397262.1g00980,dz186s21g00525,.,.,.,.,opy300s33g00004,.,.,.,opy300s10g02129,.,,.,,ga198s1g00958
mal1g00133,.,.,tc180s7g00134,.,.,.,.,.,hli2s19g00084,.,.,.,opy300s11g00066,.,.,,.,,.
